Time;Hall2Offset;Hall2Radiation
0;13.23928571;297.8722857
10800;12.92558469;298.1210135
21600;13.1641791;297.8611585
32400;12.91994282;297.6735168
43200;13.06410256;297.6425926
54000;12.82348754;297.6902847
64800;12.85957447;297.8185106
75600;12.98152097;298.2576759
86400;13.80071174;298.6374021
97200;13.83059328;298.6595783
108000;13.27142857;298.1583571
118800;13.25907473;297.9519217
129600;13.76961484;298.0691869
140400;13.5921875;298.2046094
151200;13.59431901;298.3599053
162000;13.99781341;299.1469388
172800;13.73279649;299.4298098
183600;13.76889535;299.2114826
194400;13.88677867;298.7513879
205200;13.38965768;298.2078296
216000;13.78993435;297.9149891
226800;13.54412837;297.7955872
237600;13.83091437;298.0982583
248400;14.01892285;299.3466521
259200;14.64488017;299.8229121
270000;14.30589949;299.4372542
280800;14.83770015;298.9395197
291600;14.62264151;298.4029753
302400;14.2943314;298.1178052
313200;14.27927273;297.9340727
324000;13.56790123;297.5771605
334800;13.61309091;297.5851273
345600;14.03270349;297.9284884
356400;13.37300435;296.422061
367200;12.80072727;296.6140727
378000;13.40566038;297.0617562
388800;13.11918605;297.1539971
399600;13.5203193;297.2629173
410400;13.05797101;297.4441304
421200;12.99127907;298.0715686
432000;13.54354136;298.83418
442800;13.87244898;298.7768222
453600;14.07418182;298.3878182
464400;13.98766328;297.8264151
475200;13.568;297.4378545
486000;13.65211063;297.1960699
496800;13.5065407;297.2688227
507600;14.12718023;298.3272529
518400;14.01886792;298.0162554
529200;13.38036364;296.2655636
540000;13.208;297.027907
550800;13.40566038;297.0490566
561600;13.48654545;297.0806909
572400;13.50472041;297.2215323
583200;13.30758017;296.6440962
594000;11.74891147;294.2733672
604800;12.49891383;295.4355177
615600;12.13963636;294.5686909
626400;12.45612763;295.8337563
637200;12.50836364;296.4040364
648000;12.74746009;296.6259797
658800;12.85506191;296.7484705
669600;13.00800582;296.8261281
680400;13.36891794;297.6325708
691200;13.7833698;298.031984
702000;13.25108853;297.7788099
712800;12.71023965;297.4624909
723600;12.54803493;297.35
734400;12.31831395;297.3710029
745200;12.15306122;297.45
756000;12.34640523;297.6614016
766800;11.90559187;296.4867466
777600;11.90981818;296.5795273
788400;11.04578488;295.4149709
799200;11.47161572;296.3821689
810000;11.91715116;296.6922965
820800;12.35094067;296.9598408
831600;12.29090909;297.1846182
842400;12.27285922;297.4539187
853200;12.80376539;298.1104634
864000;12.3701016;298.1370102
874800;12.56095791;297.2281567
885600;12.56136529;297.3865287
896400;13.03770848;297.3500725
907200;12.76995646;297.35
918000;13.06894049;297.3650943
928800;13.30217391;297.5502174
939600;13.06535948;298.35
950400;13.67173913;299.4247826
961200;13.39927536;298.7552899
972000;13.26361656;298.5423021
982800;13.2973169;298.3704496
993600;13.01527273;298.2392364
1004400;12.81277213;298.1734398
1015200;13.11521739;298.3942029
1026000;12.75382374;299.3181719
1036800;13.62481858;299.6171263
1047600;13.7933285;299.328913
1058400;13.87755102;298.9572833
1069200;13.53623188;298.7018841
1080000;13.82643428;298.6043936
1090800;13.76995646;298.6346154
1101600;14.02101449;298.7638406
1112400;14.35875091;299.2420116
1123200;14.54281567;299.3870827
1134000;14.14785142;299.0871449
1144800;14.31227306;298.8757081
1155600;13.72008702;298.85
1166400;13.97672727;298.85
1177200;13.95431472;298.85
1188000;14.28882438;298.8921626
1198800;14.35116805;299.3216654
1209600;14.58810888;299.1861748
1220400;13.88442211;298.4484207
1231200;13.99856836;298.55
1242000;14.06384505;298.5375269
1252800;14.16857143;298.4360814
1263600;13.91385499;298.2992462
1274400;13.55643422;298.6425953
1285200;14.15838733;298.9440245
1296000;14.46523669;299.3495562
1306800;14.03584229;298.994086
1317600;13.6313529;298.8590909
1328400;13.6078853;298.5153763
1339200;13.84116809;298.2871083
1350000;13.82293907;298.25
1360800;13.90792291;298.3408637
1371600;13.78984989;298.1961758
1382400;12.79124821;295.8893113
1393200;12.47772989;296.1193247
1404000;12.92826399;297.0379484
1414800;13.17469446;297.3997484
1425600;13.2804878;297.5960545
1436400;13.68292683;297.6961263
1447200;13.85969936;297.9339656
1458000;12.57163743;297.3825292
1468800;11.93271296;297.6467788
1479600;11.56106322;295.3721983
1490400;12.07084871;296.9546494
1501200;12.31654676;297.0809353
1512000;12.25716332;297.208596
1522800;11.59277978;297.3631408
1533600;11.83021583;297.5397842
1544400;11.93669065;298.0078417
1555200;12.2218234;297.9943647
1566000;12.19655667;297.6842181
1576800;12.45971223;297.4135252
1587600;12.65232975;297.2012545
1598400;12.73007897;297.15
1609200;12.30525558;297.2458243
1620000;12.12106017;297.5834527
1630800;12.07636888;298.756268
1641600;12.70028818;299.4778098
1652400;12.22740316;298.9776901
1663200;12.28458213;298.2906048
1674000;12.20331651;297.8006849
1684800;12.63590844;297.62103
1695600;12.4445245;297.65
1706400;12.76525485;297.9007538
1717200;13.22678186;299.0103312
1728000;13.3666427;299.559849
1738800;13.84909747;299.1645126
1749600;13.84909747;298.4619856
1760400;13.21982759;297.9774946
1771200;12.89598278;297.6894548
1782000;12.97408207;297.6152988
1792800;12.1558908;296.945546
1803600;10.93952484;294.9322174
1814400;10.95680346;295.5258273
1825200;11.66234701;295.3844132
1836000;12.17816092;295.3157328
1846800;12.34601579;296.5933597
1857600;12.45638068;297.3569214
1868400;12.91833811;297.6138968
1879200;12.82242991;297.7974479
1890000;12.20390456;295.9639552
1900800;12.27874564;296.9533101
1911600;11.9382716;296.8966392
1922400;11.77966102;297.1899718
1933200;11.75671853;297.3286421
1944000;12.11095406;297.4013074
1954800;12.34134276;297.4444876
1965600;12.25339367;297.3864253
1976400;12.25339367;297.3864253
1987200;12.65225066;298.0206973
1998000;12.45294118;297.9613235
2008800;12.31180401;297.7795252
2019600;12.48888889;297.7503704
2030400;12.26874536;297.8324053
2041200;12.37009623;297.880866
2052000;12.83949704;297.9528107
2062800;13.21275019;298.2513343
2073600;12.91468683;298.5058315
2084400;13.48611111;298.3611842
2095200;13.21627188;298.1208891
2106000;13.3787307;298.05
2116800;13.27731959;298.05
2127600;13.22084623;298.0500688
2138400;13.27737727;298.1623241
2149200;13.41112124;298.6434366
2160000;13.62802276;298.7216216
2170800;13.37481591;298.5675994
2181600;13.37916064;298.516932
2192400;13.19580925;298.4710983
2203200;13.47719044;298.5506517
2214000;13.54558611;298.6087554
2224800;13.45914678;298.55
2235600;13.35797101;298.6030435
2246400;12.84104046;298.0005058
2257200;12.89645185;298.4158219
2268000;13.20231214;298.6553468
2278800;13.23227207;298.80767
2289600;13.14192614;298.9262491
2300400;13.53256151;299.0498553
2311200;13.33671253;299.1408762
2322000;13.19956616;299.3741504
2332800;13.32972583;299.698557
2343600;13.16751269;299.5331762
2354400;13.48843931;299.3401012
2365200;13.93068592;299.1216968
2376000;13.8769008;298.9654236
2386800;14.00072307;298.9607014
2397600;13.86468886;299.0745297
2408400;12.93935018;297.5070397
2419200;13.11199422;297.562211
2430000;12.99855177;298.0140116
2440800;13.51587302;298.4601732
2451600;13.73222061;298.55
2462400;13.81936416;298.524711
2473200;13.65679191;298.4393786
2484000;13.63939175;298.5174149
2494800;13.66136035;298.6484805
2505600;14.35818713;299.402924
2516400;13.89218524;299.3280753
2527200;13.39246923;299.0641202
2538000;13.70899855;298.95
2548800;13.40303907;298.8667873
2559600;13.50724638;298.85
2570400;14.08405797;298.8763043
2581200;13.3899049;297.5585589
2592000;12.21888726;296.543631
2602800;13.21144098;297.2098841
2613600;13.17221418;297.7195369
2624400;13.33817126;297.8960813
2635200;13.49421129;298.0113603
2646000;13.4934688;298.1481858
2656800;13.93989862;298.1625272
2667600;13.64513734;297.5402747
2678400;13.28445748;297.2920821
2689200;13.52094048;297.0148053
2700000;13.49744712;297.2745806
2710800;13.35087719;297.4576754
2721600;13.47549378;297.6495611
2732400;13.19868035;297.8022727
2743200;13.08521486;297.9467225
2754000;13.22922374;298.2976712
2764800;12.30673499;296.7035139
2775600;12.71358543;297.0070028
2786400;13.16383413;297.4897009
2797200;13.26616746;297.4669503
2808000;13.48231293;297.452449
2818800;13.30591434;297.5433379
2829600;13.34604905;297.6811989
2840400;13.70105605;298.2366775
2851200;13.69491525;298.5714689
2862000;13.95454545;298.4306818
2872800;13.81920904;298.1460452
2883600;13.36723164;297.9454802
2894400;13.34090909;297.85
2905200;13.66101695;297.9567797
2916000;13.65909091;298.1369318
2926800;13.48587571;298.3833333
2937600;13.64971751;298.55
2948400;14.23295455;298.4545455
2959200;13.51412429;298.35
2970000;13.62711864;298.35
2980800;14.34659091;298.35
2991600;13.85310734;298.35
3002400;14.53977273;298.35
3013200;13.76271186;297.3364407
3024000;13;296.8106061
3034800;12.84115523;297.9965704
3045600;13.43881857;298.0833333
3056400;13.43881857;298.0833333
3067200;13.43881857;298.0833333
3078000;13.43881857;298.0833333
3088800;13.43881857;298.0833333
3099600;13.32608696;296.4217391
3110400;12.22028986;295.8917391
3121200;13.02305476;297.6791066
3132000;13.34971098;297.9144509
3142800;13.73121387;297.8346821
3153600;14.1416185;297.9638728
3164400;13.86918605;298.1037791
3175200;13.95965418;298.2257925
3186000;13.63583815;298.4849711
3196800;14.04624277;298.7650289
3207600;14.15895954;297.9323699
3218400;13.65895954;297.684104
3229200;13.90778098;298.1180115
3240000;13.77456647;298.2184971
3250800;13.64739884;298.2682081
3261600;13.93063584;298.3566474
3272400;12.93063584;295.5794798
3283200;12.76080692;295.9707493
3294000;13.36127168;297.5601156
3304800;13.35260116;297.7485549
3315600;13.75722543;297.75
3326400;13.70809249;297.75
3337200;13.34870317;297.7730548
3348000;13.28034682;297.8991329
3358800;12.89705882;298.2294118
3369600;12.74235808;296.8997817
3380400;12.16184971;296.1806358
3391200;12.46531792;297.6369942
3402000;12.70809249;297.7069364
3412800;12.52737752;297.8618156
3423600;12.67630058;298.0803468
3434400;12.85260116;298.2820809
3445200;13.20809249;298.4875723
3456000;13.73410405;298.6473988
3466800;13.46685879;298.65
3477600;13.71676301;298.6696532
3488400;13.80057803;298.7471098
3499200;13.79768786;298.7427746
3510000;13.53179191;298.8011561
3520800;13.82708934;298.8399135
3531600;13.62716763;298.9231214
3542400;13.64450867;298.9965318
3553200;14.04046243;299.0072254
3564000;14.49132948;299.0153179
3574800;14.28818444;299.1618156
3585600;14.39884393;299.150289
3596400;14.22254335;299.15
3607200;13.80057803;298.7612717
3618000;13.40751445;298.2777457
3628800;13.51008646;298.0116715
3639600;13.69364162;297.7725434
3650400;13.77456647;298.2846821
3661200;14.3150289;298.5693642
3672000;14.61560694;298.6933526
3682800;14.49567723;299.0670029
3693600;14.35260116;299.2008671
3704400;14.44219653;299.5346821
3715200;14.22157434;299.1421283
3726000;14.43352601;297.9057803
3736800;13.26011561;297.3130058
3747600;13.92795389;298.0306916
3758400;13.68786127;298.2485549
3769200;14.05202312;298.6147399
3780000;14.00867052;298.2812139
3790800;13.14739884;297.4867052
3801600;13.26512968;298.7733429
3812400;13.41690962;298.9284257
3823200;13.73121387;298.75
3834000;13.8699422;298.6855491
3844800;13.87861272;298.65
3855600;14.13256484;298.7113833
3866400;14.06936416;298.7517341
3877200;14.10115607;299.1517341
3888000;13.66763006;298.4716763
3898800;12.56559767;297.0963557
3909600;14.02305476;298.6266571
3920400;13.96531792;298.6803468
3931200;13.6734104;298.6112717
3942000;13.62716763;298.6919075
3952800;13.6849711;298.8378613
3963600;13.7925072;299.2038905
3974400;13.76261128;297.3215134
3985200;13.70262391;298.1027697
3996000;13.9132948;298.4393064
4006800;13.67630058;298.2800578
4017600;13.65895954;298.3606936
4028400;13.29682997;297.9027378
4039200;13.00289017;296.4693642
4050000;12.44508671;295.5031792
4060800;12.58381503;294.9456647
4071600;11.77745665;294.4271676
4082400;12.06051873;293.9845821
4093200;12.02601156;293.6046243
4104000;11.59537572;293.2514451
4114800;11.45086705;292.933237
4125600;10.92196532;292.6421965
4136400;10.35446686;292.5580692
4147200;10.29768786;292.7312139
4158000;10.60693642;292.2491329
4168800;10.13294798;291.6881503
4179600;9.904624277;291.3855491
4190400;9.641618497;290.9508671
4201200;9.190201729;290.4514409
4212000;9.072254335;290.0884393
4222800;9.072254335;290.8465318
4233600;9.072254335;291.349422
4244400;9.072254335;291.032948
4255200;9.072254335;290.8961095
4266000;9.072254335;291.4820809
4276800;9.072254335;290.8988439
4287600;9.072254335;289.8578035
4298400;9.072254335;288.9260355
4309200;9.072254335;292.4401734
4320000;9.072254335;294.5976879
4330800;9.072254335;294.321118
4341600;9.072254335;294.4854467
4352400;9.072254335;293.3526012
4363200;9.072254335;291.7641618
4374000;9.072254335;290.8277457
4384800;9.072254335;290.3289625
4395600;9.072254335;290.171345
4406400;9.072254335;293.0217201
4417200;9.072254335;294.1600865
4428000;9.072254335;294.298415
4438800;9.072254335;294.4295389
4449600;9.072254335;294.6347262
4460400;9.072254335;294.842219
4471200;9.072254335;293.7623028
4482000;9.072254335;291.4600865
4492800;9.072254335;291.7214697
4503600;9.072254335;291.6255043
4514400;9.072254335;292.2522989
4525200;9.072254335;293.5845821
4536000;9.072254335;294.2338617
4546800;9.072254335;294.7871758
4557600;9.072254335;295.3678674
4568400;9.072254335;296.609366
4579200;9.072254335;297.5623919
4590000;9.072254335;297.7791066
4600800;9.072254335;297.4554755
4611600;9.072254335;297.2822767
4622400;9.072254335;297.25
4633200;9.072254335;297.2108069
4644000;9.072254335;297.1681034
4654800;9.072254335;297.6776657
4665600;9.072254335;298.3776657
4676400;9.072254335;298.1021614
4687200;9.072254335;297.595245
4698000;9.072254335;297.3805476
4708800;9.072254335;297.2716138
4719600;9.072254335;297.298415
4730400;9.072254335;297.4755747
4741200;9.072254335;298.2370317
4752000;9.072254335;298.9413545
4762800;9.072254335;299.1837176
4773600;9.072254335;299.05
4784400;9.072254335;298.9436599
4795200;9.072254335;298.85
4806000;9.072254335;298.7857349
4816800;9.072254335;298.6963977
4827600;9.072254335;298.6214697
4838400;9.072254335;297.2099424
4849200;9.072254335;296.8253623
4860000;9.072254335;297.6474063
4870800;9.072254335;297.8534582
4881600;9.072254335;297.9226225
4892400;9.072254335;297.85
4903200;9.072254335;297.85
4914000;9.072254335;296.6364943
4924800;9.072254335;297.6698847
4935600;9.072254335;297.9821981
4946400;9.072254335;297.8626437
4957200;9.072254335;297.7638329
4968000;9.072254335;297.75
4978800;9.072254335;297.7618156
4989600;9.072254335;297.8972622
5000400;9.072254335;298.3958213
5011200;9.072254335;298.6081395
5022000;9.072254335;297.9963977
5032800;9.072254335;298.05
5043600;9.072254335;298.05
5054400;9.072254335;298.05
5065200;9.072254335;298.0367052
5076000;9.072254335;298.0664265
5086800;9.072254335;298.4419075
5097600;9.072254335;298.7808357
5108400;9.072254335;298.8198551
5119200;9.072254335;298.5856522
5130000;9.072254335;298.4110951
5140800;9.072254335;298.35
5151600;9.072254335;298.2773775
5162400;9.072254335;298.25
5173200;9.072254335;298.3387283
5184000;9.072254335;298.5595101
5194800;9.072254335;298.5329971
5205600;9.072254335;298.3950867
5216400;9.072254335;298.2491354
5227200;9.072254335;298.1294798
5238000;9.072254335;298.0497118
5248800;9.072254335;298.1404624
5259600;9.072254335;298.3180115
5270400;9.072254335;298.5197406
5281200;9.072254335;298.4528902
5292000;9.072254335;298.2396254
5302800;9.072254335;298.15
5313600;9.072254335;298.1966859
5324400;9.072254335;298.1627168
5335200;9.072254335;298.2059078
5346000;9.072254335;298.35
5356800;9.072254335;298.4971098
5367600;9.072254335;298.539049
5378400;9.072254335;298.45
5389200;9.072254335;298.3932277
5400000;9.072254335;298.2517341
5410800;9.072254335;298.1543228
5421600;9.072254335;298.1396254
5432400;9.072254335;298.1893064
5443200;9.072254335;298.2445245
5454000;9.072254335;298.1387283
5464800;9.072254335;297.9580925
5475600;9.072254335;297.8727666
5486400;9.072254335;298.0260116
5497200;9.072254335;298.2116715
5508000;9.072254335;298.3283862
5518800;9.072254335;298.966185
5529600;9.072254335;299.4646974
5540400;9.072254335;299.1972622
5551200;9.072254335;298.7901734
5562000;9.072254335;298.6393372
5572800;9.072254335;298.65
5583600;9.072254335;298.676513
5594400;9.072254335;298.8299419
5605200;9.072254335;299.1101156
5616000;9.072254335;299.0361671
5626800;9.072254335;298.8920749
5637600;9.072254335;298.6978134
5648400;9.072254335;298.65
5659200;9.072254335;298.65
5670000;9.072254335;298.6066474
5680800;9.072254335;298.55
5691600;9.072254335;298.6144509
5702400;9.072254335;298.6320809
5713200;9.072254335;298.4638329
5724000;9.072254335;298.3017341
5734800;9.072254335;298.25
5745600;9.072254335;298.25
5756400;9.072254335;298.2963977
5767200;9.072254335;298.4060694
5778000;9.072254335;298.6789017
5788800;9.072254335;298.8402017
5799600;9.072254335;298.85
5810400;9.072254335;298.85
5821200;9.072254335;298.85
5832000;9.072254335;298.7943804
5842800;9.072254335;298.6765896
5853600;9.072254335;298.55
5864400;9.072254335;298.5520231
5875200;9.072254335;298.5099424
5886000;9.072254335;298.2897695
5896800;9.072254335;298.1054913
5907600;9.072254335;297.995245
5918400;9.072254335;297.95
5929200;9.072254335;297.9116715
5940000;9.072254335;297.85
5950800;9.072254335;297.9471182
5961600;9.072254335;298.1010086
5972400;9.072254335;298.0682081
5983200;9.072254335;298.05
5994000;9.072254335;298.1156069
6004800;9.072254335;298.1502882
6015600;9.072254335;298.1476879
6026400;9.072254335;298.0465418
6037200;9.072254335;298.0698847
6048000;9.072254335;298.1942197
6058800;9.072254335;298.2376081
6069600;9.072254335;298.2260116
6080400;9.072254335;298.2574928
6091200;9.072254335;298.1646974
6102000;9.072254335;298.2049133
6112800;9.072254335;298.2857349
6123600;9.072254335;298.217341
6134400;9.072254335;298.2603746
6145200;9.072254335;298.0101156
6156000;9.072254335;298.2479827
6166800;9.072254335;298.25
6177600;9.072254335;298.3396254
6188400;9.072254335;298.3845821
6199200;9.072254335;298.4572254
6210000;9.072254335;297.9916667
6220800;9.072254335;297.6627976
6231600;9.072254335;297.7711594
6242400;9.072254335;298.0369942
6253200;9.072254335;298.0111594
6264000;9.072254335;297.95
6274800;9.072254335;298.0227536
6285600;9.072254335;298.0777457
6296400;9.072254335;297.8757225
6307200;9.072254335;297.8331395
6318000;9.072254335;297.6897101
6328800;9.072254335;298.0066474
6339600;9.072254335;298.149711
6350400;9.072254335;298.1253623
6361200;9.072254335;298.0528902
6372000;9.072254335;298.123913
6382800;9.072254335;298.1286127
6393600;9.072254335;297.8598266
6404400;9.072254335;298.2282609
6415200;9.072254335;298.299711
6426000;9.072254335;298.2381159
6436800;9.072254335;298.15
6447600;9.072254335;298.1728986
6458400;9.072254335;298.1780347
6469200;9.072254335;298.627971
6480000;9.072254335;298.949711
6490800;9.072254335;298.6384058
6501600;9.072254335;298.4416185
6512400;9.072254335;298.35
6523200;9.072254335;298.3821739
6534000;9.072254335;298.45
6544800;9.072254335;298.3711594
6555600;9.072254335;298.7063584
6566400;9.072254335;298.9972464
6577200;9.072254335;298.8144509
6588000;9.072254335;298.6612717
6598800;9.072254335;298.65
6609600;9.072254335;298.5601156
6620400;9.072254335;298.483237
6631200;9.072254335;296.7297101
6642000;12.28323699;296.7979769
6652800;12.43188406;297.6427536
6663600;13.36416185;298.1028902
6674400;13.14450867;298.382948
6685200;13.05797101;298.4088406
6696000;13.45375723;298.349711
6706800;13.64637681;298.35
6717600;13.80635838;298.4306358
6728400;12.75144509;297.8280347
6739200;12.31884058;298.3676812
6750000;12.93002915;299.0937318
6760800;13.12173913;299.1137681
6771600;12.46820809;298.8843931
6782400;12.85217391;298.8827536
6793200;12.91907514;298.8852601
6804000;13.12173913;298.6285507
6814800;11.88011696;295.2216374
6825600;11.35362319;296.1876812
6836400;11.02890173;296.1884393
6847200;11.63768116;297.4398551
6858000;12.27456647;297.5060694
6868800;11.94782609;297.6189855
6879600;12.26300578;297.7907514
6890400;12.3150289;297.9132948
6901200;12.49855072;298.0482609
6912000;12.7716763;298.6861272
6922800;12.94328358;298.9625373
6933600;12.95953757;298.7621387
6944400;13.28115942;298.6610145
6955200;13.29190751;298.4343931
6966000;12.75942029;298.2955072
6976800;12.65317919;298.5078035
6987600;12.6057971;298.836087
6998400;11.99710983;297.0271676
7009200;11.73333333;297.7476812
7020000;12.45086705;298.2
7030800;12.5942029;298.25
7041600;12.30635838;298.3343931
7052400;12.78612717;298.3462428
7063200;12.72463768;298.4410145
7074000;12.58381503;298.6251445
7084800;12.78550725;298.7485507
7095600;13.10982659;298.7549133
7106400;13.45797101;298.75
7117200;13.38150289;298.6554913
7128000;13.76300578;298.4349711
7138800;13.1884058;298.4073913
7149600;13.16473988;298.4736994
7160400;12.87826087;298.7068116
7171200;12.84971098;298.9312139
7182000;13.47398844;298.8933526
7192800;13.02608696;298.8497101
7203600;13.15317919;298.85
7214400;13.53043478;298.85
7225200;13.69942197;298.8774566
7236000;13.45375723;298.9852601
7246800;13.06666667;299.0714493
7257600;12.47687861;297.3306358
7268400;12.72434018;298.4972141
7279200;13.32080925;298.8286127
7290000;13.37391304;298.4998551
7300800;13.55202312;298.6846821
7311600;13.75144509;298.8748555
7322400;13.97067449;298.9834311
7333200;13.74926254;299.5685841
7344000;13.40751445;298.499711
7354800;12.04637681;296.3505797
7365600;13.08381503;297.7283237
7376400;13.26956522;297.814058
7387200;12.5982659;297.932948
7398000;13.32173913;298.256087
7408800;13.48265896;298.4361272
7419600;13.47826087;298.67
7430400;14.3150289;300.6104046
7441200;13.5942029;298.0111594
7452000;14.14739884;298.7875723
7462800;13.55491329;298.65
7473600;13.49855072;298.6995652
7484400;13.96531792;298.7575145
7495200;13.74492754;298.9001449
7506000;14.15028902;299.2586705
7516800;13.87246377;299.1630435
7527600;13.30057803;298.1901734
7538400;12.99132948;298.0546243
7549200;12.82898551;298.5946377
7560000;13.38150289;298.6745665
7570800;13.89565217;298.75
7581600;13.58092486;298.1407514
7592400;12.33526012;296.4260116
7603200;12.67826087;298.0914493
7614000;13.24277457;299.3393064
7624800;13.92173913;299.8082609
7635600;13.92485549;299.3566474
7646400;13.94492754;299.0653623
7657200;13.74566474;299.0026012
7668000;13.51734104;299.1424855
7678800;13.91304348;299.8671014
7689600;12.98265896;300.1442197
7700400;13.53043478;300.1923188
7711200;13.58092486;300.0864162
7722000;13.45953757;300.05
7732800;13.67536232;300.05
7743600;13.40462428;300.0962428
7754400;13.65797101;300.1772464
7765200;13.7716763;300.3540462
7776000;14.04624277;300.45
7786800;14.26666667;300.45
7797600;14.48265896;300.45
7808400;14.12753623;300.4868116
7819200;14.44219653;300.55
7830000;14.13583815;300.55
7840800;14.26086957;300.1491304
7851600;13.51734104;298.4898844
7862400;13.14492754;297.8891304
7873200;13.11538462;297.4434615
7884000;13.05780347;298.7731214
7894800;13.60289855;299.316087
7905600;13.77456647;299.4395954
7916400;13.07826087;299.5323188
7927200;13.23988439;299.8407514
7938000;13.32753623;299.9842029
7948800;13.39595376;300.6213873
7959600;13.27619048;298.222381
7970400;12.57401813;298.7871601
7981200;13.03188406;299.2705797
7992000;13.45953757;299.4615607
8002800;13.67536232;299.5926087
8013600;13.95953757;299.7632948
8024400;13.92196532;300.3476879
8035200;14.35362319;300.5723188
8046000;14.45953757;300.3306358
8056800;14.28405797;300.15
8067600;14.26589595;300.15
8078400;14.15072464;300.1778261
8089200;13.88439306;300.2812139
8100000;14.40462428;300.4205202
